	row ID	row m/z	retention time (min)	LQ-01-61-78_pos.mzXML	annotation	status	MF (sirius)	adduct (sirius)	Compound name (sirius)
713	12582	481.3668	6.12	0.00029329811646521486	non anotated	not interesting	C16H26O3	[M - H4O2 + H]+	not available
714	1208	191.1798	6.13	7.549714857119618e-05	annotated	not interesting	C30H46O7	[M - H2O + H]+	not available
715	10351	425.3786	6.13	0.0019560540229974547	annotated	not interesting	C20H41NO5	[M - H2O + H]+	not available
716	2595	231.1837	6.15	0.00016565287359262643	non anotated	not interesting	C30H40O9	[M + H3N + H]+	not available
717	8288	357.3372	6.15	0.002563232755375792	non anotated	not interesting	C15H22O	[M + H]+	(4aS,8aS)-5,8a-dimethyl-3-propan-2-ylidene-4,4a,7,8-tetrahydro-1H-naphthalen-2-one
718	2159	218.6591	6.16	0.00024337303925144	non anotated	not interesting	C30H46O7	[M - H2O + H]+	bartogenic acid
719	6720	321.3161	6.16	0.0003034761297498632	non anotated	not interesting	not available	not available	not available
720	14844	591.4263	6.16	0.00029272123932364046	non anotated	not interesting	C13H24N2O2	[M + H]+	not available
721	11021	441.3734	6.16	0.0004960925280219541	annotated	not interesting	C21H38O3	[M + H3N + H]+	not available
722	7598	339.3267	6.16	0.004526097635848025	non anotated	not interesting	C20H29N2O2	[M + Na]+	not available
723	10764	437.306	6.17	0.00016067155812417693	non anotated	not interesting	C19H26O5	[M - H4O2 + H]+	not available
724	9663	407.3683	6.17	0.00044301601641961465	non anotated	not interesting	not available	not available	not available
725	11794	459.3835	6.18	0.0002918791218936668	annotated	not interesting	not available	not available	not available
726	10252	423.3629	6.18	0.00028045728791282256	annotated	not interesting	C33H38O11	[M - H2O + H]+	C-2 Triptofordin
727	10461	427.393	6.23	0.0001310162782490492	non anotated	not interesting	C15H22O5	[M - H2O + H]+	neophaseic acid
728	11694	457.3677	6.24	0.0006962534683015219	annotated	not interesting	not available	not available	not available
729	3415	257.2478	6.25	0.00027755292512133504	annotated	not interesting	C30H48O5	[M - H2O + H]+	Arjunic acid
730	11585	455.3523	6.25	9.252823963944742e-05	non anotated	not interesting	C17H29N3O2	[M + Na]+	not available
731	10894	439.3578	6.25	0.00044877735647327833	annotated	not interesting	C30H48O4	[M + H]+	Maslinic acid
732	11016	441.3731	6.26	0.000763428432271751	annotated	not interesting	C29H30O8	[M + H]+	[2-(4-hydroxy-3-methoxyphenyl)-4-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-3-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate
733	10248	423.3628	6.26	0.001352716202825646	annotated	not interesting	not available	not available	not available
734	12573	481.3655	6.26	0.00013785678770621338	non anotated	not interesting	C18H32O5	[M + Na]+	2,3-Oxiranedioctanoic acid
735	15758	781.4721	6.27	0.0005535033321094779	non anotated	not interesting	not available	not available	not available
736	1201	191.1796	6.27	8.303842982131905e-05	annotated	not interesting	C20H30O4	[M + H3N + H]+	Glutinic acid
737	15745	776.5165	6.27	0.0001545304443864607	non anotated	not interesting	not available	not available	not available
738	2105	217.1954	6.28	0.00015690162531516156	non anotated	not interesting	not available	not available	not available
739	1755	207.1746	6.3	0.00017509851625460303	non anotated	not interesting	C38H46O13	[M + H]+	not available
740	9660	407.3682	6.3	0.0012091173090131766	non anotated	not interesting	C30H50O3	[M + Na]+	(1R,3aS,4S,5aR,5bR,7R,9S,11aR)-3a,5a,5b,8,8,11a-hexamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-4,7,9-triol
741	10354	425.3783	6.3	0.003933699967416054	annotated	not interesting	C30H48O4	[M + H]+	Siaresinol
742	903	179.1431	6.32	0.0001376286759720867	non anotated	not interesting	C11H14O5	[M + H]+	Genipin
743	4469	284.2949	6.32	0.0031792282478680326	non anotated	not interesting	not available	not available	not available
744	10896	439.358	6.33	0.00029599564438815196	annotated	not interesting	C18H34O2	[M - H4O2 + H]+	cis-8-oleic acid
745	3674	265.253	6.33	0.00012644847428337481	annotated	not interesting	C27H40O3	[M + H]+	not available
746	4442	283.2636	6.33	0.0010237866831138377	annotated	not interesting	C26H42O4	[M + Na]+	Dinopol 235
747	10277	424.366	6.33	0.00043385817656550963	non anotated	not interesting	C17H9NO4	[M + H]+	not available
748	9566	405.3523	6.35	0.00013588283427280875	non anotated	not interesting	C28H46O5	[M + Na]+	not available
749	10544	429.3728	6.36	9.027144517452604e-05	non anotated	not interesting	C15H16O5	[M + H3N + H]+	not available
750	6004	310.3106	6.37	0.0007155580560328911	non anotated	not interesting	C16H14O5	[M + H]+	(2S)-2-(3,4-dihydroxyphenyl)-7-methoxy-2,3-dihydrochromen-4-one
751	11011	441.3729	6.4	0.00424398702528102	annotated	not interesting	C39H68O8	[M + H]+	[(1S)-7-hydroxy-1-[(2R,5R)-5-[(2R,5R)-5-[(1R)-1-hydroxy-13-[(2S)-2-methyl-5-oxo-2H-furan-4-yl]tridecyl]oxolan-2-yl]oxolan-2-yl]undecyl] acetate
752	7774	343.3576	6.41	0.00016764118679108534	non anotated	not interesting	C30H48O5	[M + Na]+	(3S,4aR,6aR,6aS,6bR,8aR,9R,10S,12aR,14bS)-3,10-dihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid
753	11701	457.368	6.42	0.0008308370179213755	annotated	not interesting	C27H36O15	[M - H4O2 + H]+	Loganin pentaacetate
754	10465	427.3932	6.43	0.00025935575162059775	non anotated	not interesting	not available	not available	not available
755	10887	439.3575	6.45	0.00017513623818759684	non anotated	not interesting	C29H46O3	[M - H4O2 + H]+	not available
756	15806	809.5018	6.47	0.00035557297025780413	non anotated	not interesting	not available	not available	not available
757	6003	310.3106	6.49	0.0003234877169251514	non anotated	not interesting	C32H26O6	[M + H]+	1-(2-hydroxy-4,7-dimethoxyphenanthren-1-yl)-4,7-dimethoxyphenanthren-2-ol
758	9648	407.368	6.5	0.00010845733882833366	non anotated	not interesting	C30H55NO3	[M + Na]+	not available
759	10243	423.3626	6.51	0.00019586648893709591	annotated	not interesting	C23H24NO3	[M + K]+	not available
760	10349	425.3781	6.53	0.0009698414085513274	annotated	not interesting	C18H32O4	[M + H3N + H]+	10-oxo-13-hydroxy-11-octadecenoic acid
761	11126	443.3884	6.54	0.0010056656598823276	annotated	not interesting	C10H12O4	[M + H]+	Spectrum2_000404
762	11831	461.3552	6.57	0.00010976927940172914	non anotated	not interesting	C25H32O9	[M + Na]+	Gutolactone
763	1189	191.1795	6.59	0.0003484943916064481	annotated	not interesting	C29H46O9	[M + K]+	[(2R,3R)-2,6-dihydroxy-6-methyl-2-[(2S,3R,5S,9R,10R,13R,14S,17S)-2,3,5,14-tetrahydroxy-10,13-dimethyl-6-oxo-1,2,3,4,9,11,12,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]heptan-3-yl] acetate
764	16108	995.5916	6.6	0.0002418587084986776	non anotated	not interesting	not available	not available	not available
765	9286	395.368	6.61	0.00021853160641594697	non anotated	not interesting	not available	not available	not available
766	10618	431.3887	6.61	0.00021430321790444118	non anotated	not interesting	C25H24O5	[M + H]+	Osaiin
767	9912	413.3782	6.61	0.0003413890996101839	non anotated	not interesting	C17H22O7	[M + H]+	not available
768	11012	441.373	6.62	0.004392995159516414	non anotated	not interesting	C35H52O6	[M - H4O2 + H]+	Icterogenin
769	10337	425.3777	6.63	0.01014724179440947	annotated	specific annotated	C24H37NO	[M + Na]+	Mycalazal 20
770	2106	217.1952	6.63	0.00011884809533822829	non anotated	not interesting	C28H38O5	[M - H4O2 + H]+	2-[(1S)-1-[(7S,8S,9S,10R,13R,14S,17R)-7-hydroxy-10,13-dimethyl-1-oxo-4,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]ethyl]-5-(hydroxymethyl)-4-methyl-2,3-dihydropyran-6-one
771	10239	423.3625	6.63	0.000926891922047803	annotated	not interesting	not available	not available	not available
772	1570	203.1795	6.63	6.696259090028038e-05	annotated	not interesting	C30H46O3	[M + H3N + H]+	Ursonic Aicd, 17
773	11049	442.3763	6.63	0.001430043848460352	non anotated	not interesting	C16H29NO	[M + K]+	dodeca-2E,4E-dienoic acid isobutylamide
774	9654	407.3679	6.64	0.0003900381752217804	non anotated	not interesting	C33H39NO11	[M + Na]+	reissantin A
775	260	141.9587	6.65	0.0005410164963485063	non anotated	not interesting	C9H16O3	[M - H2O + H]+	9-oxononanoate
776	15196	628.1954	6.65	0.00010104544522118607	non anotated	not interesting	not available	not available	not available
777	8594	367.3573	6.65	0.00014727664382433218	non anotated	not interesting	not available	not available	not available
778	9067	385.3678	6.65	0.00010987661030995164	non anotated	not interesting	C12H14O	[M + K]+	4-Methyl-2-phenyl-2-pentenal
779	1752	207.1746	6.66	0.0002683796856766071	non anotated	not interesting	C30H39NO14	[M + Na]+	not available
780	12685	484.4156	6.68	0.00041637591139936166	non anotated	not interesting	C26H36O9	[M - H2O + H]+	not available
781	581	163.1485	6.68	0.0002174466840644633	non anotated	not interesting	C20H36O4	[M + H3N + H]+	not available
782	974	182.9855	6.71	0.00028987477334166926	non anotated	not interesting	C15H22N2O4	[M + Na]+	tyrosylisoleucine
783	10885	439.3575	6.72	0.0002680306264054117	annotated	not interesting	C20H38O2	[M + H]+	Gadoleic acid
784	11124	443.3883	6.73	0.003435366389244582	annotated	not interesting	C32H52O9	[M + H]+	not available
785	9652	407.3678	6.76	9.758535782673028e-05	non anotated	not interesting	C31H48O4	[M + Na]+	Oprea1_042704
786	10348	425.3781	6.76	0.001405504643186883	annotated	not interesting	C28H49N3O16	[M + H]+	Poly 2-Acetamido-2-deoxy-D-glucose
787	2319	222.1713	6.77	0.0008746948824787466	non anotated	not interesting	not available	not available	not available
788	6130	312.3262	6.81	0.0002042343552227605	non anotated	not interesting	not available	not available	not available
789	1019	184.9856	6.82	0.0004569007394233356	non anotated	not interesting	not available	not available	not available
790	11233	445.4036	6.82	0.00010946008387814999	non anotated	not interesting	C13H16O2	[M + H3N + H]+	Spectrum_000164
791	7537	338.3419	6.83	0.002550992341320917	non anotated	not interesting	C19H18O11	[M + H]+	Aphloiol
792	2502	228.1959	6.83	0.00027879639261591113	non anotated	not interesting	not available	not available	not available
793	3173	250.1776	6.83	0.00014700647001570768	non anotated	not interesting	C29H48O3	[M + Na]+	not available
794	9655	407.3679	6.86	0.00011931642938362107	non anotated	not interesting	C27H42O3	[M - H2O + H]+	Delta(4)-DA
795	1971	214.1079	6.92	0.00040054419978669746	non anotated	not interesting	not available	not available	not available
796	11005	441.3728	6.93	0.00037141659465470065	annotated	not interesting	C15H21N5O3	[M + H]+	not available
797	9283	395.3677	6.95	0.00023232947007732855	non anotated	not interesting	C18H18O8	[M - H2O + H]+	not available
798	9910	413.3781	6.95	0.0003786024674813107	non anotated	not interesting	C15H24O	[M - H2O + H]+	Caryophylene oxide
799	2318	222.1713	6.96	0.00025745643110226173	non anotated	not interesting	C12H17N	[M + K]+	not available
800	15428	672.6141	6.97	0.00039121419533504087	non anotated	not interesting	not available	not available	not available
801	10229	423.3622	7.03	0.00013108497455129235	annotated	not interesting	C34H46O2	[M + H3N + H]+	Triangulyne G
802	10553	429.3729	7.03	0.0022331415414084217	non anotated	not interesting	C23H38O8	[M + Na]+	not available
803	9354	397.3835	7.11	0.00010102991282675407	non anotated	not interesting	C36H70O9	[M - H4O2 + H]+	1-(O-alpha-D-glucopyranosyl)-3-keto-(1,27R,29R)-triacontanetriol
804	14972	602.4627	7.12	0.0002872698972676361	non anotated	not interesting	not available	not available	not available
805	15011	607.4188	7.14	0.0006591106164273834	non anotated	not interesting	not available	not available	not available
806	15242	635.4496	7.25	0.0008892105083438053	non anotated	not interesting	not available	not available	not available
807	15208	630.4942	7.27	0.00046770472487470946	non anotated	not interesting	not available	not available	not available
808	15824	821.5385	7.31	0.0004478424176576232	non anotated	not interesting	not available	not available	not available
809	15877	849.57	7.4	0.00038621401890009445	non anotated	not interesting	not available	not available	not available
810	1981	214.1086	7.55	0.000833208554877309	non anotated	not interesting	C28H48O7	[M - H4O2 + H]+	not available
811	595	164.1011	7.67	0.00586762718045935	non anotated	not interesting	C28H38O7	[M - H4O2 + H]+	4beta,17alpha,20alpha-trihydroxy-1-oxo-5beta,6beta-epoxy-20S,22R-witha-2,24-dienolide
812	52	112.0357	7.72	0.0014728059968247384	non anotated	not interesting	not available	not available	not available
813	640	166.1089	7.84	0.0017985796459356377	non anotated	not interesting	C16H26O7	[M - H4O2 + H]+	Iridodial glucoside
814	1977	214.1086	7.86	0.0009740791215855956	non anotated	not interesting	not available	not available	not available
815	837	177.1087	7.96	0.0004222130343925679	non anotated	not interesting	C10H18O2	[M + H]+	Milk lactone
816	9352	397.3829	8.0	0.0004204326156675188	non anotated	not interesting	C19H34O8	[M + Na]+	not available
817	159	133.0634	8.01	0.006304058925307315	non anotated	not interesting	C29H35NO9	[M + K]+	not available
818	639	166.1087	8.04	0.0009955784476700954	non anotated	not interesting	C32H48O5	[M + H]+	Oriens
819	836	177.1087	8.05	0.0008461945069112417	non anotated	not interesting	not available	not available	not available
820	126	125.0852	8.16	0.0011830218126345135	non anotated	not interesting	C20H32O3	[M - H2O + H]+	(13alpha)-16-hydroxypimar-7-en-19-oic acid
821	201	136.0825	8.18	0.0015052653387081715	non anotated	not interesting	C13H22O2	[M + H3N + H]+	3E,5E-tridecadienoic acid
822	244	140.058	8.19	0.0050642907232163	non anotated	not interesting	C16H28O2	[M - H4O2 + H]+	Palmitolic acid
823	835	177.1086	8.29	0.00036003971617602353	non anotated	not interesting	C22H30O4	[M - H2O + H]+	cannabidiolate
824	124	125.0852	8.41	0.00035353713307499895	non anotated	not interesting	C19H38O2	[M + H3N + H]+	not available
825	197	136.0824	8.59	0.0010012838688433136	non anotated	not interesting	C29H50O3	[M - H4O2 + H]+	not available
826	195	136.0823	8.75	0.00029090566997338953	non anotated	not interesting	C33H43NO12	[M + Na]+	not available
827	200	136.0824	8.84	0.00037043881954659715	non anotated	not interesting	C14H24O2	[M + H3N + H]+	Myristic Acid Alkyne
