row ID,row m/z,retention time (min),annotation,LQ-01-61-56_pos.mzXML,status
12102,303.6042175292969,4.107433333333334,non anotated,1.0,specific non annotated
12103,551.2275390625,4.2041,non anotated,1.0,specific non annotated
12104,331.1906433105469,5.191233333333333,non anotated,1.0,specific non annotated
12105,308.61505126953125,4.474516666666667,non anotated,1.0,specific non annotated
12106,486.1760559082031,3.5876,non anotated,1.0,specific non annotated
12107,470.2548828125,5.191233333333333,non anotated,1.0,specific non annotated
12108,322.0997772216797,4.062516666666666,non anotated,1.0,specific non annotated
12110,503.2422561645508,4.556008333333333,non anotated,1.0,specific non annotated
12111,491.2066955566406,3.8204833333333337,non anotated,1.0,specific non annotated
12128,215.14302825927732,4.1331,annotated,1.0,specific annotated
12138,316.6044616699219,1.7037666666666669,non anotated,1.0,specific non annotated
12146,335.0978240966797,1.7037666666666669,non anotated,1.0,specific non annotated
