	sample_id	anomaly_IF	anomaly_LOF	anomaly_OCSVM	SC
16	VGF138_B08	1	1	1	0
17	VGF138_B09	1	-1	1	1
18	VGF138_B10	1	1	1	0
19	VGF138_B11	1	1	1	0
20	VGF138_C02	1	1	1	0
21	VGF138_C03	1	1	1	0
22	VGF138_C04	1	1	1	0
23	VGF138_C05	1	1	1	0
24	VGF138_C06	1	1	1	0
25	VGF138_C07	1	1	1	0
26	VGF138_C08	1	1	1	0
27	VGF138_C09	1	1	1	0
28	VGF138_C10	1	-1	1	1
29	VGF138_C11	1	1	1	0
30	VGF138_D02	1	1	1	0
31	VGF138_D03	1	1	1	0
32	VGF138_D04	1	-1	1	1
33	VGF138_D05	1	1	1	0
34	VGF138_D06	1	1	1	0
35	VGF138_D07	1	1	1	0
36	VGF138_D08	1	1	1	0
37	VGF138_D09	1	1	1	0
38	VGF138_D10	1	1	1	0
39	VGF138_D11	1	1	1	0
40	VGF138_E02	1	1	1	0
41	VGF138_E03	1	1	1	0
42	VGF138_E04	1	1	1	0
43	VGF138_E05	1	-1	1	1
44	VGF138_E06	1	1	1	0
45	VGF138_E07	1	1	1	0
46	VGF138_E08	1	1	1	0
47	VGF138_E09	1	1	1	0
48	VGF138_E10	1	1	1	0
49	VGF138_E11	1	1	1	0
50	VGF138_F02	1	1	1	0
51	VGF138_F03	1	-1	1	1
52	VGF138_F04	1	1	1	0
53	VGF138_F05	1	1	1	0
54	VGF138_F06	1	1	1	0
55	VGF138_F07	1	1	1	0
56	VGF138_F08	1	1	1	0
57	VGF138_F09	1	1	1	0
58	VGF138_F10	1	1	1	0
59	VGF138_F11	1	1	1	0
60	VGF138_G02	1	1	1	0
61	VGF138_G03	1	1	-1	1
62	VGF138_G04	1	-1	1	1
63	VGF138_G05	1	-1	1	1
64	VGF138_G06	1	-1	1	1
65	VGF138_G07	1	1	1	0
66	VGF138_G08	1	1	1	0
67	VGF138_G09	1	-1	1	1
68	VGF138_G10	1	1	1	0
69	VGF138_G11	1	1	1	0
70	VGF138_H02	1	1	1	0
71	VGF138_H03	1	1	1	0
72	VGF138_H04	1	-1	1	1
73	VGF138_H05	1	-1	1	1
74	VGF138_H06	1	1	1	0
75	VGF138_H07	1	-1	1	1
76	VGF138_H08	1	1	1	0
77	VGF138_H09	1	1	1	0
78	VGF138_H10	1	1	1	0
79	VGF138_H11	1	1	1	0
80	VGF139_A02	1	1	1	0
81	VGF139_A03	1	-1	1	1
82	VGF139_A04	1	1	1	0
83	VGF139_A05	1	1	1	0
84	VGF139_A06	1	1	1	0
85	VGF139_A07	1	1	1	0
86	VGF139_A08	1	1	1	0
87	VGF139_A09	1	1	1	0
88	VGF139_A10	1	1	1	0
89	VGF139_A11	1	1	1	0
90	VGF139_B02	1	1	1	0
91	VGF139_B03	1	1	1	0
92	VGF139_B04	1	-1	1	1
93	VGF139_B05	1	1	1	0
94	VGF139_B06	1	1	1	0
95	VGF139_B07	1	-1	1	1
96	VGF139_B08	1	1	1	0
97	VGF139_B09	1	1	1	0
98	VGF139_B10	1	1	1	0
99	VGF139_B11	1	1	1	0
100	VGF139_C02	1	1	1	0
101	VGF139_C03	1	1	1	0
102	VGF139_C04	1	1	1	0
103	VGF139_C05	1	1	1	0
104	VGF139_C06	1	1	1	0
105	VGF139_C07	1	-1	1	1
106	VGF139_C08	1	-1	-1	1
107	VGF139_C09	1	1	-1	1
108	VGF139_C10	1	1	1	0
109	VGF139_C11	1	1	1	0
110	VGF139_D02	1	1	1	0
111	VGF139_D03	1	1	1	0
112	VGF139_D04	1	1	1	0
113	VGF139_D05	1	1	1	0
114	VGF139_D06	1	1	1	0
115	VGF139_D07	1	-1	-1	1
116	VGF139_D08	1	-1	1	1
117	VGF139_D09	1	-1	1	1
118	VGF139_D10	1	1	1	0
119	VGF139_D11	1	1	1	0
120	VGF139_E02	1	1	1	0
121	VGF139_E03	1	1	1	0
122	VGF139_E04	1	1	1	0
123	VGF139_E05	1	1	1	0
124	VGF139_E06	1	1	1	0
125	VGF139_E07	1	1	1	0
126	VGF139_E08	1	1	1	0
127	VGF139_E09	1	1	1	0
128	VGF139_E10	1	1	1	0
129	VGF139_E11	1	1	1	0
130	VGF139_F02	1	1	1	0
131	VGF139_F03	1	-1	1	1
132	VGF139_F04	1	1	1	0
133	VGF139_F05	1	1	1	0
134	VGF139_F06	1	1	1	0
135	VGF139_F07	1	1	1	0
136	VGF139_F08	1	1	1	0
137	VGF139_F09	1	1	1	0
138	VGF139_F10	1	-1	1	1
139	VGF139_F11	1	1	1	0
140	VGF139_G02	1	1	1	0
141	VGF139_G03	1	-1	1	1
142	VGF139_G04	1	1	1	0
143	VGF139_G05	1	1	1	0
144	VGF139_G06	1	1	1	0
145	VGF139_G07	1	-1	1	1
146	VGF139_G08	1	1	1	0
147	VGF139_G09	1	1	1	0
148	VGF139_G10	1	-1	1	1
149	VGF139_G11	1	1	1	0
150	VGF139_H02	1	1	1	0
151	VGF139_H03	1	1	1	0
152	VGF139_H04	1	1	1	0
153	VGF139_H05	1	1	1	0
154	VGF139_H06	1	1	1	0
155	VGF139_H07	1	1	1	0
156	VGF139_H08	1	1	1	0
157	VGF139_H09	1	1	1	0
158	VGF139_H10	1	1	1	0
159	VGF139_H11	1	1	1	0
160	VGF140_A02	1	1	1	0
161	VGF140_A03	1	1	1	0
162	VGF140_A04	1	1	1	0
163	VGF140_A05	1	1	1	0
164	VGF140_A06	1	1	1	0
165	VGF140_A07	1	1	1	0
166	VGF140_A08	1	1	1	0
167	VGF140_A09	1	1	1	0
168	VGF140_A10	1	1	1	0
169	VGF140_A11	1	1	1	0
170	VGF140_B02	1	1	1	0
171	VGF140_B03	1	-1	1	1
172	VGF140_B04	1	1	1	0
173	VGF140_B05	1	1	1	0
174	VGF140_B06	1	-1	1	1
175	VGF140_B07	1	1	1	0
176	VGF140_B08	1	1	1	0
177	VGF140_B09	1	1	1	0
178	VGF140_B10	1	-1	-1	1
179	VGF140_B11	1	1	1	0
180	VGF140_C02	1	1	1	0
181	VGF140_C03	1	1	1	0
182	VGF140_C04	1	1	1	0
183	VGF140_C05	1	1	1	0
184	VGF140_C06	1	-1	1	1
185	VGF140_C07	1	1	1	0
186	VGF140_C08	1	1	1	0
187	VGF140_C09	1	1	1	0
188	VGF140_C10	1	1	1	0
189	VGF140_C11	1	-1	1	1
190	VGF140_D02	1	1	1	0
191	VGF140_D03	1	1	1	0
192	VGF140_D04	1	1	1	0
193	VGF140_D05	1	-1	1	1
194	VGF140_D06	1	-1	1	1
195	VGF140_D07	1	1	1	0
196	VGF140_D08	1	1	1	0
197	VGF140_D09	1	1	1	0
198	VGF140_D10	1	1	1	0
199	VGF140_D11	1	1	1	0
200	VGF140_E02	1	1	1	0
201	VGF140_E03	1	1	1	0
202	VGF140_E04	1	1	1	0
203	VGF140_E05	1	1	1	0
204	VGF140_E06	1	1	1	0
205	VGF140_E07	1	1	1	0
206	VGF140_E08	1	1	1	0
207	VGF140_E09	1	1	1	0
208	VGF140_E10	1	1	1	0
209	VGF140_E11	1	1	1	0
210	VGF140_F02	1	-1	1	1
211	VGF140_F03	1	1	1	0
212	VGF140_F04	1	1	1	0
213	VGF140_F05	1	1	1	0
214	VGF140_F06	1	1	1	0
215	VGF140_F07	1	1	1	0
216	VGF140_F08	1	1	1	0
217	VGF140_F09	1	1	1	0
218	VGF140_F10	1	-1	1	1
219	VGF140_F11	1	-1	-1	1
220	VGF140_G02	1	1	1	0
221	VGF140_G03	1	1	1	0
222	VGF140_G04	1	1	1	0
223	VGF140_G05	1	1	1	0
224	VGF140_G06	1	1	1	0
225	VGF140_G07	1	1	1	0
226	VGF140_G08	1	1	1	0
227	VGF140_G09	1	1	1	0
228	VGF140_G10	1	1	1	0
229	VGF140_G11	1	1	1	0
230	VGF140_H02	1	1	1	0
231	VGF140_H03	1	1	1	0
232	VGF140_H04	1	1	1	0
233	VGF140_H05	1	1	1	0
234	VGF140_H06	1	1	1	0
235	VGF140_H07	1	1	1	0
236	VGF140_H08	1	1	1	0
237	VGF140_H09	1	1	1	0
238	VGF140_H10	1	1	1	0
239	VGF140_H11	1	1	1	0
240	VGF141_A02	1	1	1	0
241	VGF141_A03	1	-1	1	1
242	VGF141_A04	1	1	1	0
243	VGF141_A05	1	1	1	0
244	VGF141_A06	1	1	1	0
245	VGF141_A07	1	1	1	0
246	VGF141_A08	1	1	1	0
247	VGF141_A09	1	1	1	0
248	VGF141_A10	1	1	1	0
249	VGF141_A11	1	1	1	0
250	VGF141_B02	1	1	1	0
251	VGF141_B03	1	-1	1	1
252	VGF141_B04	1	1	1	0
253	VGF141_B05	1	1	1	0
254	VGF141_B06	1	1	1	0
255	VGF141_B07	1	1	1	0
256	VGF141_B08	1	1	1	0
257	VGF141_B09	1	1	1	0
258	VGF141_B10	1	1	1	0
259	VGF141_B11	1	-1	1	1
260	VGF141_C02	1	1	1	0
261	VGF141_C03	1	1	1	0
262	VGF141_C04	1	1	1	0
263	VGF141_C05	1	1	1	0
264	VGF141_C06	1	1	1	0
265	VGF141_C07	1	1	1	0
266	VGF141_C08	1	1	1	0
267	VGF141_C09	1	1	1	0
268	VGF141_C10	1	1	1	0
269	VGF141_C11	1	1	1	0
270	VGF141_D02	1	1	1	0
271	VGF141_D03	1	1	1	0
272	VGF141_D04	1	1	1	0
273	VGF141_D05	1	1	1	0
274	VGF141_D06	1	1	1	0
275	VGF141_D07	1	1	1	0
276	VGF141_D08	1	1	1	0
277	VGF141_D09	1	1	1	0
278	VGF141_D10	1	1	1	0
279	VGF141_D11	1	1	1	0
280	VGF141_E02	1	1	1	0
281	VGF141_E03	1	1	1	0
282	VGF141_E04	1	1	1	0
283	VGF141_E05	1	1	1	0
284	VGF141_E06	1	1	1	0
285	VGF141_E07	1	1	1	0
286	VGF141_E08	1	1	1	0
287	VGF141_E09	1	1	1	0
288	VGF141_E10	1	1	1	0
289	VGF141_E11	1	1	1	0
290	VGF141_F02	1	1	1	0
291	VGF141_F03	1	1	1	0
292	VGF141_F04	1	1	1	0
293	VGF141_F05	1	1	1	0
294	VGF141_F06	1	1	1	0
295	VGF141_F07	1	1	1	0
296	VGF141_F08	1	1	1	0
297	VGF141_F09	1	-1	1	1
298	VGF141_F10	1	1	1	0
299	VGF141_F11	1	1	1	0
300	VGF141_G02	1	1	1	0
301	VGF141_G03	1	1	1	0
302	VGF141_G04	1	1	1	0
303	VGF141_G05	1	1	1	0
304	VGF141_G06	1	1	1	0
305	VGF141_G07	1	1	1	0
306	VGF141_G08	1	1	1	0
307	VGF141_G09	1	-1	1	1
308	VGF141_G10	1	1	1	0
309	VGF141_G11	1	1	1	0
310	VGF141_H02	1	-1	1	1
311	VGF141_H03	1	1	1	0
312	VGF141_H04	1	1	1	0
313	VGF141_H05	1	1	1	0
314	VGF141_H06	1	1	1	0
315	VGF141_H07	1	1	1	0
316	VGF141_H08	1	1	1	0
317	VGF141_H09	1	1	1	0
318	VGF141_H10	1	1	1	0
319	VGF141_H11	1	1	1	0
320	VGF142_A02	1	1	1	0
321	VGF142_A03	1	1	1	0
322	VGF142_A04	1	1	1	0
323	VGF142_A05	1	1	1	0
324	VGF142_A06	1	1	1	0
325	VGF142_A07	1	1	1	0
326	VGF142_A08	1	1	1	0
327	VGF142_A09	1	1	1	0
328	VGF142_A10	1	1	1	0
329	VGF142_A11	1	-1	1	1
330	VGF142_B02	1	1	1	0
331	VGF142_B03	1	1	1	0
332	VGF142_B04	1	1	1	0
333	VGF142_B05	1	1	1	0
334	VGF142_B06	1	1	1	0
335	VGF142_B07	1	1	1	0
336	VGF142_B08	1	1	1	0
337	VGF142_B09	1	1	1	0
338	VGF142_B10	1	-1	1	1
339	VGF142_B11	1	1	1	0
340	VGF142_C02	1	1	1	0
341	VGF142_C03	1	1	1	0
342	VGF142_C04	1	1	1	0
343	VGF142_C05	1	1	1	0
344	VGF142_C06	1	1	1	0
345	VGF142_C07	1	1	1	0
346	VGF142_C08	1	-1	1	1
347	VGF142_C09	1	1	1	0
348	VGF142_C10	1	1	1	0
349	VGF142_C11	1	1	1	0
350	VGF142_D02	1	1	1	0
351	VGF142_D03	1	1	1	0
352	VGF142_D04	1	1	1	0
353	VGF142_D05	1	1	1	0
354	VGF142_D06	1	1	1	0
355	VGF142_D07	1	1	1	0
356	VGF142_D08	1	1	1	0
357	VGF142_D09	1	1	1	0
358	VGF142_D10	1	1	1	0
359	VGF142_D11	1	1	-1	1
360	VGF142_E02	1	1	1	0
361	VGF142_E03	1	1	1	0
362	VGF142_E04	1	1	1	0
363	VGF142_E05	1	1	1	0
364	VGF142_E06	1	1	1	0
365	VGF142_E07	1	1	1	0
366	VGF142_E08	1	1	1	0
367	VGF142_E09	1	1	1	0
368	VGF142_E10	1	1	1	0
369	VGF142_E11	1	1	1	0
370	VGF142_F02	1	1	1	0
371	VGF142_F03	1	1	1	0
372	VGF142_F04	1	-1	1	1
373	VGF142_F05	1	1	1	0
374	VGF142_F06	1	1	1	0
375	VGF142_F07	1	1	1	0
376	VGF142_F08	1	1	1	0
377	VGF142_F09	1	1	1	0
378	VGF142_F10	1	1	1	0
379	VGF142_F11	1	1	-1	1
380	VGF142_G02	1	1	1	0
381	VGF142_G03	1	1	1	0
382	VGF142_G04	1	-1	1	1
383	VGF142_G05	1	1	1	0
384	VGF142_G06	1	1	1	0
385	VGF142_G07	1	1	1	0
386	VGF142_G08	1	1	1	0
387	VGF142_G09	1	1	1	0
388	VGF142_G10	1	1	1	0
389	VGF142_G11	1	1	-1	1
390	VGF142_H02	1	1	1	0
391	VGF142_H03	1	-1	1	1
392	VGF142_H04	1	1	1	0
393	VGF142_H05	1	1	1	0
394	VGF142_H06	1	1	1	0
395	VGF142_H07	1	1	1	0
396	VGF142_H08	1	1	1	0
397	VGF142_H09	1	-1	1	1
398	VGF142_H10	1	1	1	0
399	VGF142_H11	1	1	1	0
400	VGF143_A02	1	1	1	0
401	VGF143_A03	1	1	1	0
402	VGF143_A04	1	1	1	0
403	VGF143_A05	1	1	1	0
404	VGF143_A06	1	1	1	0
405	VGF143_A07	1	1	1	0
406	VGF143_A08	1	-1	1	1
407	VGF143_A09	1	-1	1	1
408	VGF143_A10	1	1	1	0
409	VGF143_A11	1	1	1	0
410	VGF143_B02	1	1	1	0
411	VGF143_B03	1	1	1	0
412	VGF143_B04	1	1	1	0
413	VGF143_B05	1	-1	1	1
414	VGF143_B06	1	1	1	0
415	VGF143_B07	1	1	1	0
416	VGF143_B08	1	1	1	0
417	VGF143_B09	1	1	1	0
418	VGF143_B10	1	1	1	0
419	VGF143_B11	1	1	1	0
420	VGF143_C02	1	-1	1	1
421	VGF143_C03	1	1	1	0
422	VGF143_C04	1	1	1	0
423	VGF143_C05	1	1	1	0
424	VGF143_C06	1	1	1	0
425	VGF143_C07	1	1	1	0
426	VGF143_C08	1	1	1	0
427	VGF143_C09	1	1	1	0
428	VGF143_C10	1	1	1	0
429	VGF143_C11	1	1	1	0
430	VGF143_D02	1	1	1	0
431	VGF143_D03	1	1	1	0
432	VGF143_D04	1	1	1	0
433	VGF143_D05	1	1	1	0
434	VGF143_D06	1	1	1	0
435	VGF143_D07	1	1	1	0
436	VGF143_D08	1	1	1	0
437	VGF143_D09	1	1	1	0
438	VGF143_D10	1	1	1	0
439	VGF143_D11	1	1	1	0
440	VGF143_E02	1	1	1	0
441	VGF143_E03	1	1	1	0
442	VGF143_E04	1	1	1	0
443	VGF143_E05	1	1	1	0
444	VGF143_E06	1	1	1	0
445	VGF143_E07	1	1	1	0
446	VGF143_E08	1	1	1	0
447	VGF143_E09	1	1	1	0
448	VGF143_E10	1	1	1	0
449	VGF143_E11	1	1	1	0
450	VGF143_F02	1	1	1	0
451	VGF143_F03	1	1	1	0
452	VGF143_F04	1	1	1	0
453	VGF143_F05	1	1	1	0
454	VGF143_F06	1	1	1	0
455	VGF143_F07	1	1	1	0
456	VGF143_F08	1	1	1	0
457	VGF143_F09	1	-1	1	1
458	VGF143_F10	1	1	1	0
459	VGF143_F11	1	1	1	0
460	VGF143_G02	1	1	1	0
461	VGF143_G03	1	1	1	0
462	VGF143_G04	1	1	1	0
463	VGF143_G05	1	1	1	0
464	VGF143_G06	1	1	1	0
465	VGF143_G07	1	1	1	0
466	VGF143_G08	1	-1	1	1
467	VGF143_G09	1	-1	1	1
468	VGF143_G10	1	1	1	0
469	VGF143_G11	1	1	1	0
470	VGF143_H02	1	1	1	0
471	VGF143_H03	1	1	1	0
472	VGF143_H04	1	1	1	0
473	VGF143_H05	1	1	1	0
474	VGF143_H06	1	1	1	0
475	VGF143_H07	1	1	1	0
476	VGF143_H08	1	-1	1	1
477	VGF143_H09	1	1	1	0
478	VGF143_H10	1	1	1	0
479	VGF143_H11	1	1	1	0
480	VGF144_A02	1	1	1	0
481	VGF144_A03	1	1	1	0
482	VGF144_A04	1	1	1	0
483	VGF144_A05	1	1	1	0
484	VGF144_A06	1	1	1	0
485	VGF144_A07	1	1	1	0
486	VGF144_A08	1	1	1	0
487	VGF144_A09	1	1	1	0
488	VGF144_A10	1	1	1	0
489	VGF144_A11	1	1	1	0
490	VGF144_B02	1	1	1	0
491	VGF144_B03	1	1	1	0
492	VGF144_B04	1	1	1	0
493	VGF144_B05	1	1	1	0
494	VGF144_B06	1	-1	1	1
495	VGF144_B07	1	1	1	0
496	VGF144_B08	1	1	1	0
497	VGF144_B09	1	1	1	0
498	VGF144_B10	1	1	1	0
499	VGF144_B11	1	1	1	0
500	VGF144_C02	1	1	1	0
501	VGF144_C03	1	1	1	0
502	VGF144_C04	1	1	-1	1
503	VGF144_C05	1	1	1	0
504	VGF144_C06	1	-1	1	1
505	VGF144_C07	1	1	1	0
506	VGF144_C08	1	1	1	0
507	VGF144_C09	1	1	1	0
508	VGF144_C10	1	1	1	0
509	VGF144_C11	1	1	1	0
510	VGF144_D02	1	1	1	0
511	VGF144_D03	1	1	1	0
512	VGF144_D04	1	1	1	0
513	VGF144_D05	1	1	1	0
514	VGF144_D06	1	1	1	0
515	VGF144_D07	1	-1	-1	1
516	VGF144_D08	1	1	1	0
517	VGF144_D09	1	1	1	0
518	VGF144_D10	1	1	1	0
519	VGF144_D11	1	1	1	0
520	VGF144_E02	1	1	1	0
521	VGF144_E03	1	-1	1	1
522	VGF144_E04	1	1	1	0
523	VGF144_E05	1	1	1	0
524	VGF144_E06	1	1	1	0
525	VGF144_E07	1	1	1	0
526	VGF144_E08	1	1	1	0
527	VGF144_E09	1	1	1	0
528	VGF144_E10	1	1	1	0
529	VGF144_E11	1	1	1	0
530	VGF144_F02	1	1	1	0
531	VGF144_F03	1	1	1	0
532	VGF144_F04	1	1	1	0
533	VGF144_F05	1	1	1	0
534	VGF144_F06	1	1	1	0
535	VGF144_F07	1	1	1	0
536	VGF144_F08	1	1	1	0
537	VGF144_F09	1	1	1	0
538	VGF144_F10	1	1	1	0
539	VGF144_F11	1	-1	1	1
540	VGF144_G02	1	1	1	0
541	VGF144_G03	1	1	1	0
542	VGF144_G04	1	1	1	0
543	VGF144_G05	1	1	1	0
544	VGF144_G06	1	1	1	0
545	VGF144_G07	1	1	1	0
546	VGF144_G08	1	-1	1	1
547	VGF144_G09	1	1	1	0
548	VGF144_G10	1	1	1	0
549	VGF144_G11	1	-1	1	1
550	VGF144_H02	1	1	1	0
551	VGF144_H03	1	1	1	0
552	VGF144_H04	1	1	1	0
553	VGF144_H05	1	1	1	0
554	VGF144_H06	1	1	1	0
555	VGF144_H07	1	1	1	0
556	VGF144_H08	1	1	1	0
557	VGF144_H09	1	1	1	0
558	VGF144_H10	1	1	1	0
559	VGF144_H11	1	1	1	0
560	VGF145_A02	1	1	1	0
561	VGF145_A03	1	-1	1	1
562	VGF145_A04	1	1	1	0
563	VGF145_A05	1	1	1	0
564	VGF145_A06	1	1	1	0
565	VGF145_A07	1	1	1	0
566	VGF145_A08	1	1	1	0
567	VGF145_A09	1	1	1	0
568	VGF145_A10	1	1	1	0
569	VGF145_A11	1	1	1	0
570	VGF145_B02	1	1	1	0
571	VGF145_B03	1	-1	1	1
572	VGF145_B04	1	1	1	0
573	VGF145_B05	1	1	1	0
574	VGF145_B06	1	-1	1	1
575	VGF145_B07	1	1	1	0
576	VGF145_B08	1	1	1	0
577	VGF145_B09	1	1	1	0
578	VGF145_B10	1	1	1	0
579	VGF145_B11	1	-1	1	1
580	VGF145_C02	1	1	1	0
581	VGF145_C03	1	1	1	0
582	VGF145_C04	1	1	1	0
583	VGF145_C05	1	1	1	0
584	VGF145_C06	1	1	1	0
585	VGF145_C07	1	1	1	0
586	VGF145_C08	1	1	1	0
587	VGF145_C09	1	1	1	0
588	VGF145_C10	1	1	1	0
589	VGF145_C11	1	1	1	0
590	VGF145_D02	1	1	1	0
591	VGF145_D03	1	-1	1	1
592	VGF145_D04	1	1	1	0
593	VGF145_D05	1	1	1	0
594	VGF145_D06	1	1	1	0
595	VGF145_D07	1	1	1	0
596	VGF145_D08	1	1	1	0
597	VGF145_D09	1	1	1	0
598	VGF145_D10	1	1	1	0
599	VGF145_D11	1	1	1	0
600	VGF145_E02	1	1	1	0
601	VGF145_E03	1	1	1	0
602	VGF145_E04	1	1	1	0
603	VGF145_E05	1	1	1	0
604	VGF145_E06	1	1	1	0
605	VGF145_E07	1	1	1	0
606	VGF145_E08	1	1	1	0
607	VGF145_E09	1	1	1	0
608	VGF145_E10	1	1	1	0
609	VGF145_E11	1	1	1	0
610	VGF145_F02	1	1	1	0
611	VGF145_F03	1	1	1	0
612	VGF145_F04	1	1	1	0
613	VGF145_F05	1	1	1	0
614	VGF145_F06	1	1	1	0
615	VGF145_F07	1	1	1	0
616	VGF145_F08	1	1	1	0
617	VGF145_F09	1	-1	1	1
618	VGF145_F10	1	1	1	0
619	VGF145_F11	1	-1	1	1
620	VGF145_G02	1	1	1	0
621	VGF145_G03	1	1	1	0
622	VGF145_G04	1	1	1	0
623	VGF145_G05	1	1	1	0
624	VGF145_G06	1	1	1	0
625	VGF145_G07	1	1	1	0
626	VGF145_G08	1	1	1	0
627	VGF145_G09	1	1	1	0
628	VGF145_G10	1	-1	1	1
629	VGF145_G11	1	1	1	0
630	VGF145_H02	1	1	1	0
631	VGF145_H03	1	1	1	0
632	VGF145_H04	1	1	1	0
633	VGF145_H05	1	1	1	0
634	VGF145_H06	1	1	1	0
635	VGF145_H07	1	1	1	0
636	VGF145_H08	1	1	1	0
637	VGF145_H09	1	1	1	0
638	VGF145_H10	1	1	1	0
639	VGF145_H11	1	-1	1	1
640	VGF146_A02	1	1	1	0
641	VGF146_A03	1	-1	1	1
642	VGF146_A04	1	1	1	0
643	VGF146_A05	1	1	1	0
644	VGF146_A06	1	1	1	0
645	VGF146_A07	1	1	1	0
646	VGF146_A08	1	1	1	0
647	VGF146_A09	1	1	1	0
648	VGF146_A10	1	1	1	0
649	VGF146_A11	1	1	1	0
650	VGF146_B02	1	1	1	0
651	VGF146_B03	1	1	1	0
652	VGF146_B04	1	1	1	0
653	VGF146_B05	1	1	1	0
654	VGF146_B06	1	1	1	0
655	VGF146_B07	1	1	1	0
656	VGF146_B08	1	-1	1	1
657	VGF146_B09	1	1	1	0
658	VGF146_B10	1	1	1	0
659	VGF146_B11	1	1	1	0
660	VGF146_C02	1	1	1	0
661	VGF146_C03	1	1	1	0
662	VGF146_C04	1	1	1	0
663	VGF146_C05	1	1	1	0
664	VGF146_C06	1	1	1	0
665	VGF146_C07	1	1	1	0
666	VGF146_C08	1	1	1	0
667	VGF146_C09	1	1	1	0
668	VGF146_C10	1	1	1	0
669	VGF146_C11	1	1	1	0
670	VGF146_D02	1	1	1	0
671	VGF146_D03	1	1	1	0
672	VGF146_D04	1	-1	1	1
673	VGF146_D05	1	1	1	0
674	VGF146_D06	1	1	1	0
675	VGF146_D07	1	1	1	0
676	VGF146_D08	1	1	1	0
677	VGF146_D09	1	-1	1	1
678	VGF146_D10	1	1	1	0
679	VGF146_D11	1	1	1	0
680	VGF146_E02	1	1	1	0
681	VGF146_E03	1	-1	1	1
682	VGF146_E04	1	-1	1	1
683	VGF146_E05	1	-1	1	1
684	VGF146_E06	1	1	1	0
685	VGF146_E07	1	1	1	0
686	VGF146_E08	1	1	1	0
687	VGF146_E09	1	1	1	0
688	VGF146_E10	1	1	1	0
689	VGF146_E11	1	1	1	0
690	VGF146_F02	1	-1	1	1
691	VGF146_F03	1	1	1	0
692	VGF146_F04	1	1	1	0
693	VGF146_F05	1	1	1	0
694	VGF146_F06	1	1	1	0
695	VGF146_F07	1	1	1	0
696	VGF146_F08	1	1	1	0
697	VGF146_F09	1	-1	1	1
698	VGF146_F10	1	-1	1	1
699	VGF146_F11	1	-1	1	1
700	VGF146_G02	1	-1	1	1
701	VGF146_G03	1	1	1	0
702	VGF146_G04	1	-1	1	1
703	VGF146_G05	1	1	1	0
704	VGF146_G06	1	1	1	0
705	VGF146_G07	1	-1	1	1
706	VGF146_G08	1	1	1	0
707	VGF146_G09	1	1	-1	1
708	VGF146_G10	1	-1	1	1
709	VGF146_G11	1	1	1	0
710	VGF146_H02	1	-1	1	1
711	VGF146_H03	1	1	1	0
712	VGF146_H04	1	1	1	0
713	VGF146_H05	1	1	1	0
714	VGF146_H06	1	1	1	0
715	VGF146_H07	1	-1	1	1
716	VGF146_H08	1	1	1	0
717	VGF146_H09	1	1	1	0
718	VGF146_H10	1	-1	1	1
719	VGF146_H11	1	-1	1	1
720	VGF147_A02	1	1	1	0
721	VGF147_A03	1	1	1	0
722	VGF147_A04	1	1	1	0
723	VGF147_A05	1	-1	1	1
724	VGF147_A06	1	1	1	0
725	VGF147_A07	1	-1	1	1
726	VGF147_A08	1	-1	1	1
727	VGF147_A09	1	-1	1	1
728	VGF147_A10	1	1	1	0
729	VGF147_A11	1	1	1	0
730	VGF147_B02	1	1	1	0
731	VGF147_B03	1	1	1	0
732	VGF147_B04	1	1	1	0
733	VGF147_B05	1	-1	1	1
734	VGF147_B06	1	1	1	0
735	VGF147_B07	1	1	1	0
736	VGF147_B08	1	1	1	0
737	VGF147_B09	1	-1	1	1
738	VGF147_B10	1	1	1	0
739	VGF147_B11	1	-1	1	1
740	VGF147_C02	1	1	1	0
741	VGF147_C03	1	-1	1	1
742	VGF147_C04	1	1	1	0
743	VGF147_C05	1	1	1	0
744	VGF147_C06	1	-1	1	1
745	VGF147_C07	1	1	1	0
746	VGF147_C08	1	-1	1	1
747	VGF147_C09	1	1	1	0
748	VGF147_C10	1	-1	1	1
749	VGF147_C11	1	1	1	0
750	VGF147_D02	1	1	1	0
751	VGF147_D03	1	-1	1	1
752	VGF147_D04	1	1	1	0
753	VGF147_D05	1	1	1	0
754	VGF147_D06	1	-1	1	1
755	VGF147_D07	1	1	1	0
756	VGF147_D08	1	1	1	0
757	VGF147_D09	1	1	1	0
758	VGF147_D10	1	1	1	0
759	VGF147_D11	1	-1	1	1
760	VGF147_E02	1	-1	1	1
761	VGF147_E03	1	-1	1	1
762	VGF147_E04	1	-1	1	1
763	VGF147_E05	1	-1	1	1
764	VGF147_E06	1	-1	1	1
765	VGF147_E07	1	1	1	0
766	VGF147_E08	1	1	1	0
767	VGF147_E09	1	1	1	0
768	VGF147_E10	1	1	1	0
769	VGF147_E11	1	1	1	0
770	VGF147_F02	1	-1	1	1
771	VGF147_F03	1	1	1	0
772	VGF147_F04	1	1	1	0
773	VGF147_F05	1	1	1	0
774	VGF147_F06	1	1	1	0
775	VGF147_F07	1	-1	1	1
776	VGF147_F08	1	-1	1	1
777	VGF147_F09	1	1	1	0
778	VGF147_F10	1	1	1	0
779	VGF147_F11	1	1	1	0
780	VGF147_G02	1	1	1	0
781	VGF147_G03	1	1	1	0
782	VGF147_G04	1	-1	1	1
783	VGF147_G05	1	-1	1	1
