row ID,row m/z,retention time (min),annotation,LQ-01-61-65_pos.mzXML,status
10,288.28965821984696,3.69902808219178,non anotated,0.002681451856002404,not interesting
14,295.2269411248676,4.689511016949153,annotated,0.02577973966510074,not interesting
15,609.271788062119,5.942067886178863,non anotated,0.08362623073827048,not interesting
19,181.12208051939268,2.904138288288288,non anotated,0.034794196891654514,not interesting
21,279.232057879048,4.582118548387095,non anotated,0.03103138448393838,not interesting
29,609.2721730825064,5.7789972972972965,non anotated,0.10806035495076098,not interesting
41,339.32656331380207,6.155053111111113,non anotated,0.008645028412999672,not interesting
44,351.2304914319837,3.636462162162162,non anotated,0.01375178735785215,not interesting
46,197.11727447509764,1.7826145454545452,annotated,0.028469008944880737,not interesting
49,588.3742856112393,4.0220962121212125,non anotated,0.11155662565020916,not interesting
54,277.2162965473376,4.685287134502923,non anotated,0.03566676637501799,not interesting
62,357.33708727037583,6.154999099099101,non anotated,0.00852660944352265,not interesting
70,317.2089741190926,4.687506284153005,non anotated,0.0181215761189769,not interesting
72,309.27905676499853,6.437848427672956,non anotated,0.038985970054679554,not interesting
83,307.19046420738346,3.480818306010928,non anotated,0.04552400652851532,not interesting
88,283.26357887886667,6.3298283783783775,annotated,0.015819723115633788,not interesting
96,297.24283673686364,5.056894892473118,annotated,0.0076436385445904035,not interesting
98,219.09960037231448,1.7816553333333334,non anotated,0.030969596749625194,not interesting
104,535.2708897744455,6.244163978494623,non anotated,0.07881457717961518,not interesting
106,181.1221252890194,3.0860769607843137,non anotated,0.1046992792521949,not interesting
127,199.13291690224096,3.0861723684210527,non anotated,0.13600250042133818,not interesting
135,203.104077939634,2.9036237654320987,non anotated,0.044595720298260345,not interesting
140,429.3731249128069,6.258150476190476,non anotated,0.027530307648414385,not interesting
162,295.19073910183374,3.4079847222222224,non anotated,0.13255930960671178,not interesting
220,317.2097889826848,4.296852564102565,non anotated,0.06178188117097622,not interesting
243,205.19514019084423,4.709153773584905,annotated,0.016934215603791408,not interesting
246,255.23216597239173,4.367112847222222,annotated,0.020199224662075216,not interesting
247,281.2480107357628,5.93327134502924,non anotated,0.02634088829534719,not interesting
289,187.60383921656117,4.296653448275863,non anotated,0.10400208555818563,not interesting
322,271.2263973236084,2.9979216666666666,non anotated,0.018858438102269087,not interesting
323,253.2158720228407,2.9954638888888883,non anotated,0.03465371406207931,not interesting
372,289.23702259552783,2.9975935897435897,non anotated,0.012739926158758366,not interesting
403,355.2458755493164,2.837759333333333,non anotated,0.040550068501314984,not interesting
558,277.21640119881465,4.293816666666666,non anotated,0.06761903168210073,not interesting
565,411.3627307598408,6.2725397435897445,non anotated,0.020807055619175955,not interesting
693,196.609113519842,4.693842929292929,non anotated,0.04002342621240341,not interesting
958,407.36808013916016,6.107943333333333,non anotated,0.1251615226426889,not interesting
1387,263.2374036835461,5.930076829268292,non anotated,0.034773438289637075,not interesting
1393,259.2059211730957,5.531604166666667,non anotated,0.181436641976277,not interesting
1478,345.1671453857422,3.528125999999999,non anotated,0.21236537632100821,not interesting
1557,279.23223918193094,5.57394954954955,non anotated,0.058386438135090826,not interesting
3768,309.20598660982574,3.2654846153846155,annotated,0.07269152847796455,not interesting
4266,375.2739644731794,3.583208928571429,non anotated,0.04604781820090343,not interesting
4886,492.4050354003906,6.533962222222223,non anotated,0.2243170167169684,not interesting
6425,275.20073852539065,3.54219,annotated,0.3095426922346445,not interesting
6892,208.1171701365504,4.780029885057472,non anotated,0.03909920047454567,not interesting
