shared name	CAN_name	CAN_molecularFormula	CAN_adduct	CAN_pathway	CAN_superclass	CAN_classe
13548	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12201_Celastraceae_pos_SIRIUS_13548	C34H50O6	[M-H2O+H]+	Terpenoids	Triterpenoids	Serratane triterpenoids
13549	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12202_Celastraceae_pos_SIRIUS_13549	C34H52O6	[M-H2O+H]+	Terpenoids	Triterpenoids	Fusidane triterpenoids
13550	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12203_Celastraceae_pos_SIRIUS_13550	C21H32O2	[M+H]+	Terpenoids	Diterpenoids	
13551	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12204_Celastraceae_pos_SIRIUS_13551	C30H51NO3	[M+Na]+	Terpenoids	Triterpenoids	
13552	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12205_Celastraceae_pos_SIRIUS_13552	C22H36O3	[M-H2O+H]+	Terpenoids	Diterpenoids	
13553	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12206_Celastraceae_pos_SIRIUS_13553	C27H46O3	[M-H2O+H]+	Terpenoids	Steroids	
13554	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12207_Celastraceae_pos_SIRIUS_13554	C32H53NO5	[M+H]+	Terpenoids	Triterpenoids	
13555	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12208_Celastraceae_pos_SIRIUS_13555	C11H9N3O3	[M+K]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
13556	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12209_Celastraceae_pos_SIRIUS_13556	C21H32O3	[M-H2O+H]+	Terpenoids	Diterpenoids	
1314	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1220_Celastraceae_pos_SIRIUS_1314	C20H38O4	[M-H4O2+H]+	Fatty acids		
13557	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12210_Celastraceae_pos_SIRIUS_13557	C19H26O2	[M+H]+	Terpenoids	Diterpenoids	
13558	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12211_Celastraceae_pos_SIRIUS_13558	C15H20O3	[M-H4O2+H]+	Terpenoids	Sesquiterpenoids	Daucane sesquiterpenoids
13559	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12212_Celastraceae_pos_SIRIUS_13559	C34H52O4	[M+H]+	Terpenoids	Triterpenoids	
13560	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12213_Celastraceae_pos_SIRIUS_13560	C28H44O4	[M+H]+	Terpenoids	Triterpenoids	
13561	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12214_Celastraceae_pos_SIRIUS_13561	C36H50O6	[M+H]+	Terpenoids	Triterpenoids	Serratane triterpenoids
13563	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12215_Celastraceae_pos_SIRIUS_13563	C30H53NO2	[M+Na]+	Terpenoids	Triterpenoids	
13565	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12216_Celastraceae_pos_SIRIUS_13565	C16H23N5O2	[M+H]+	Terpenoids	Diterpenoids	
13566	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12217_Celastraceae_pos_SIRIUS_13566	C30H44O4	[M+Na]+	Terpenoids	Triterpenoids	
13568	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12219_Celastraceae_pos_SIRIUS_13568	C32H50O5	[M+Na]+	Terpenoids	Triterpenoids	
1315	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1221_Celastraceae_pos_SIRIUS_1315	C14H24O5	[M+K]+	Terpenoids		
13569	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12220_Celastraceae_pos_SIRIUS_13569	C35H54O5	[M-H4O2+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
13570	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12221_Celastraceae_pos_SIRIUS_13570	C19H18O11	[M+Na]+	Shikimates and Phenylpropanoids	Xanthones	Plant xanthones
13572	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12222_Celastraceae_pos_SIRIUS_13572	C18H18O5	[M-H4O2+H]+	Shikimates and Phenylpropanoids	Lignans	
13573	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12223_Celastraceae_pos_SIRIUS_13573	C21H46N8O	[M-H2O+H]+	Terpenoids	Diterpenoids	
13574	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12224_Celastraceae_pos_SIRIUS_13574	C27H48O4	[M+K]+	Fatty acids	Glycerolipids	
13575	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12225_Celastraceae_pos_SIRIUS_13575	C27H42O6	[M+Na]+	Terpenoids	Meroterpenoids	Tetraketide meroterpenoids
13576	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12226_Celastraceae_pos_SIRIUS_13576	C17H26O5	[M+K]+	Terpenoids	Sesquiterpenoids	
13577	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12227_Celastraceae_pos_SIRIUS_13577	C19H16O10	[M+H]+	Shikimates and Phenylpropanoids	Xanthones	Plant xanthones
13578	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12228_Celastraceae_pos_SIRIUS_13578	C20H34O4	[M+Na]+	Terpenoids	Diterpenoids	
13579	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12229_Celastraceae_pos_SIRIUS_13579	C32H18O12	[M+Na]+	Polyketides	Polycyclic aromatic polyketides	
1316	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1222_Celastraceae_pos_SIRIUS_1316	C22H36O4	[M+Na]+	Terpenoids	Diterpenoids	
13580	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12230_Celastraceae_pos_SIRIUS_13580	C27H30O14	[M-H2O+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavones
13581	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12231_Celastraceae_pos_SIRIUS_13581	C30H44O6	[M-H2O+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
13582	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12232_Celastraceae_pos_SIRIUS_13582	C17H26O6	[M+K]+	Terpenoids	Sesquiterpenoids	
13584	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12233_Celastraceae_pos_SIRIUS_13584	C18H24O4	[M+Na]+	Shikimates and Phenylpropanoids		
13585	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12234_Celastraceae_pos_SIRIUS_13585	C30H42O7	[M+H]+	Terpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids
13586	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12235_Celastraceae_pos_SIRIUS_13586	C28H46O5	[M+H]+	Terpenoids	Triterpenoids	
13587	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12236_Celastraceae_pos_SIRIUS_13587	C13H8O6	[M-H4O2+H]+	Shikimates and Phenylpropanoids	Xanthones	
13588	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12237_Celastraceae_pos_SIRIUS_13588	C29H26O16	[M+Na]+	Shikimates and Phenylpropanoids	Xanthones	Plant xanthones
13591	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12239_Celastraceae_pos_SIRIUS_13591	C13H20O2	[M+Na]+	Terpenoids	Sesquiterpenoids	
1317	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1223_Celastraceae_pos_SIRIUS_1317	C15H12O6	[M-H2O+H]+	Shikimates and Phenylpropanoids	Flavonoids	Dihydroflavonols
13593	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12241_Celastraceae_pos_SIRIUS_13593	C30H42O7	[M+H]+	Terpenoids	Meroterpenoids	Tetraketide meroterpenoids
13595	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12242_Celastraceae_pos_SIRIUS_13595	C20H16O12	[M-H4O2+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
13598	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12244_Celastraceae_pos_SIRIUS_13598	C20H18ClNO7	[M+Na]+	Polyketides	Polycyclic aromatic polyketides	
13599	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12245_Celastraceae_pos_SIRIUS_13599	C28H50	[M+Na]+	Terpenoids		
13600	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12246_Celastraceae_pos_SIRIUS_13600	C14H13NO5S	[M-H2O+H]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids
13601	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12247_Celastraceae_pos_SIRIUS_13601	C29H47N5O	[M-H4O2+H]+	Terpenoids	Diterpenoids	
13603	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12249_Celastraceae_pos_SIRIUS_13603	C28H48O5	[M+H]+	Terpenoids	Triterpenoids	Dammarane and Protostane triterpenoids
1318	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1224_Celastraceae_pos_SIRIUS_1318	C12H23NO5	[M+H]+	Amino acids and Peptides	Small peptides	
13604	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12250_Celastraceae_pos_SIRIUS_13604	C17H27Br2N2O2	[M+H]+	Alkaloids		
13605	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12251_Celastraceae_pos_SIRIUS_13605	C10H10O2	[M-H2O+H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
13606	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12252_Celastraceae_pos_SIRIUS_13606	C20H20O5	[M+H]+	Shikimates and Phenylpropanoids	Lignans	
13608	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12253_Celastraceae_pos_SIRIUS_13608	C26H26O14	[M+K]+	Shikimates and Phenylpropanoids	Flavonoids	
13609	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12254_Celastraceae_pos_SIRIUS_13609	C17H17ClO6	[M+Na]+	Polyketides		
13610	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12255_Celastraceae_pos_SIRIUS_13610	C21H32O4	[M-H2O+H]+	Terpenoids	Diterpenoids	
13611	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12256_Celastraceae_pos_SIRIUS_13611	C15H20N2O7	[M+H]+	Polyketides	Linear polyketides	
13613	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12257_Celastraceae_pos_SIRIUS_13613	C18H17NO2S	[M+H3N+H]+	Shikimates and Phenylpropanoids	Flavonoids	
13615	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12258_Celastraceae_pos_SIRIUS_13615	C20H23NO7	[M-H4O2+H]+	Shikimates and Phenylpropanoids		
13616	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12259_Celastraceae_pos_SIRIUS_13616	C26H38O6	[M+Na]+	Terpenoids	Sesquiterpenoids	
1320	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1225_Celastraceae_pos_SIRIUS_1320	C30H39NO5	[M+H3N+H]+	Terpenoids	Meroterpenoids	Triketide meroterpenoids
13617	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12260_Celastraceae_pos_SIRIUS_13617	C20H18N4O8	[M+K]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
13618	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12261_Celastraceae_pos_SIRIUS_13618	C21H22O5	[M-H4O2+H]+	Shikimates and Phenylpropanoids	Lignans	
13619	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12262_Celastraceae_pos_SIRIUS_13619	C16H25NOS	[M+Na]+	Terpenoids	Sesquiterpenoids	
13620	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12263_Celastraceae_pos_SIRIUS_13620	C26H22O13	[M+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
13622	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12264_Celastraceae_pos_SIRIUS_13622	C33H20O9	[M+K]+	Polyketides	Naphthalenes	Bisnaphthalenes
13623	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12265_Celastraceae_pos_SIRIUS_13623	C20H18O10	[M+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
13626	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12267_Celastraceae_pos_SIRIUS_13626	C13H15NO6	[M-H2O+H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
13629	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12269_Celastraceae_pos_SIRIUS_13629	C16H15NO	[M-H2O+H]+	Alkaloids		
1321	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1226_Celastraceae_pos_SIRIUS_1321	C15H26O2	[M+H]+	Terpenoids	Sesquiterpenoids	
13631	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12271_Celastraceae_pos_SIRIUS_13631	C30H20O11	[M+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavones
13632	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12272_Celastraceae_pos_SIRIUS_13632	C30H51NO3	[M+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
13633	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12273_Celastraceae_pos_SIRIUS_13633	C11H16N2O4S	[M+H]+	Alkaloids		
13634	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12274_Celastraceae_pos_SIRIUS_13634	C30H40O4	[M+H]+	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids
13635	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12275_Celastraceae_pos_SIRIUS_13635	C29H48O	[M-H2O+H]+	Terpenoids	Steroids	Cholestane steroids
13636	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12276_Celastraceae_pos_SIRIUS_13636	C18H19NO6	[M-H2O+H]+	Amino acids and Peptides		
13638	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12277_Celastraceae_pos_SIRIUS_13638	C20H16N2O2	[M+H]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
1323	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1227_Celastraceae_pos_SIRIUS_1323	C29H35NO5	[M-H2O+H]+	Polyketides	Macrolides	
13642	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12280_Celastraceae_pos_SIRIUS_13642	C28H44	[M-H2O+H]+	Terpenoids	Steroids	Vitamin D2 and derivatives
13644	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12281_Celastraceae_pos_SIRIUS_13644	C36H30O16	[M+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavones
13645	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12282_Celastraceae_pos_SIRIUS_13645	C28H36ClN3O8	[M+H]+	Amino acids and Peptides	Small peptides	
13646	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12283_Celastraceae_pos_SIRIUS_13646	C16H23N5O5S	[M+H]+	Amino acids and Peptides	Amino acid glycosides	
13650	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12286_Celastraceae_pos_SIRIUS_13650	C30H46O4	[M+Na]+	Terpenoids	Triterpenoids	
13651	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12287_Celastraceae_pos_SIRIUS_13651	C7H4O	[M-H2O+H]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids
13652	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12288_Celastraceae_pos_SIRIUS_13652	C30H33NO12	[M-H4O2+H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
13654	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12289_Celastraceae_pos_SIRIUS_13654	C15H28O2	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Straight chain fatty acids
1325	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1228_Celastraceae_pos_SIRIUS_1325	C18H29NO2	[M+H]+	Fatty acids	Fatty Acids and Conjugates	Nitro fatty acids
13655	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12290_Celastraceae_pos_SIRIUS_13655	C13H21N3O6	[M+Na]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
13656	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12291_Celastraceae_pos_SIRIUS_13656	C27H44O4	[M+H]+	Polyketides	Meroterpenoids	
13657	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12292_Celastraceae_pos_SIRIUS_13657	C34H40O12	[M-H4O2+H]+	Terpenoids		
13658	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12293_Celastraceae_pos_SIRIUS_13658	C16H21NO6	[M+Na]+	Amino acids and Peptides		
13660	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12295_Celastraceae_pos_SIRIUS_13660	C30H20O10	[M-H2O+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavones
13661	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12296_Celastraceae_pos_SIRIUS_13661	C22H41NO2	[M-H2O+H]+	Fatty acids	Fatty amides	
13662	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12297_Celastraceae_pos_SIRIUS_13662	C27H35NO11	[M+H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
13663	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12298_Celastraceae_pos_SIRIUS_13663	C30H33NO10	[M-H2O+H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
13665	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12299_Celastraceae_pos_SIRIUS_13665	C27H48O3	[M+H]+	Terpenoids	Steroids	Cholestane steroids
1326	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1229_Celastraceae_pos_SIRIUS_1326	C16H20O4	[M-H4O2+H]+	Terpenoids	Monoterpenoids	Menthane monoterpenoids
124	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/122_Celastraceae_pos_SIRIUS_124	C19H41NO2	[M-H2O+H]+	Fatty acids	Spingolipids	Sphingoid bases
13666	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12300_Celastraceae_pos_SIRIUS_13666	C23H38O3	[M+Na]+	Terpenoids	Steroids	Cholane steroids
13667	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12301_Celastraceae_pos_SIRIUS_13667	C20H16N2O2	[M-H2O+H]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
13668	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12302_Celastraceae_pos_SIRIUS_13668	C32H37NO12	[M-H2O+H]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
13671	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12303_Celastraceae_pos_SIRIUS_13671	C2H6N3OS	[M+H]+	Alkaloids		
13672	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12304_Celastraceae_pos_SIRIUS_13672	C23H36O3	[M+Na]+	Terpenoids	Steroids	
13674	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12306_Celastraceae_pos_SIRIUS_13674	C31H38O11	[M+Na]+	Shikimates and Phenylpropanoids	Lignans	
13675	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12307_Celastraceae_pos_SIRIUS_13675	C20H41NO2	[M-H2O+H]+	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)
13676	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12308_Celastraceae_pos_SIRIUS_13676	C10H15N5O5	[M-H2O+H]+	Carbohydrates	Nucleosides	
13677	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12309_Celastraceae_pos_SIRIUS_13677	C28H31N5O7	[M+Na]+	Amino acids and Peptides	Oligopeptides	Cyclic peptides
1327	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1230_Celastraceae_pos_SIRIUS_1327	C30H46O6	[M-H2O+H]+	Terpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids
13678	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12310_Celastraceae_pos_SIRIUS_13678	C18H19NO5	[M-H4O2+H]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
13679	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12311_Celastraceae_pos_SIRIUS_13679	C8H14O2S	[M+K]+	Terpenoids	Monoterpenoids	Menthane monoterpenoids
13683	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12313_Celastraceae_pos_SIRIUS_13683	C14H24O4	[M+H]+	Polyketides		
13684	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12314_Celastraceae_pos_SIRIUS_13684	C11H9N3O2S	[M-H4O2+H]+	Amino acids and Peptides	Small peptides	Aminoacids
13685	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12315_Celastraceae_pos_SIRIUS_13685	C8H4O3	[M+H]+	Polyketides	Cyclic polyketides	Phthalide derivatives
13686	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12316_Celastraceae_pos_SIRIUS_13686	C22H26ClNO4	[M+Na]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
13687	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12317_Celastraceae_pos_SIRIUS_13687	C9H6O4	[M+H]+	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins
13689	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12318_Celastraceae_pos_SIRIUS_13689	C30H46O	[M-H4O2+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
13690	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12319_Celastraceae_pos_SIRIUS_13690	C28H47N3O	[M+H3N+H]+	Terpenoids		
13691	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12320_Celastraceae_pos_SIRIUS_13691	C30H46O2	[M-H4O2+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
13692	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12321_Celastraceae_pos_SIRIUS_13692	C30H44O	[M-H4O2+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
13693	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12322_Celastraceae_pos_SIRIUS_13693	C29H44O3	[M-H2O+H]+	Terpenoids	Triterpenoids	
13694	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12323_Celastraceae_pos_SIRIUS_13694	C30H50O	[M-H2O+H]+	Terpenoids	Triterpenoids	
13696	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12325_Celastraceae_pos_SIRIUS_13696	C32H49NO2	[M+H3N+H]+	Terpenoids	Triterpenoids	Lupane triterpenoids
13698	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12327_Celastraceae_pos_SIRIUS_13698	C22H32O2	[M+H]+	Terpenoids	Apocarotenoids	Apocarotenoids (β-)
13699	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12328_Celastraceae_pos_SIRIUS_13699	C11H16P6S5	[M+H]+	Terpenoids	Monoterpenoids	Monocyclic monoterpenoids
13700	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12329_Celastraceae_pos_SIRIUS_13700	C17H23NO3	[M-H4O2+H]+	Amino acids and Peptides	Linear polyketides	Open-chain polyketides
1329	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1232_Celastraceae_pos_SIRIUS_1329	C12H20O3	[M+H]+	Fatty acids	Octadecanoids	Jasmonic acids
13702	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12331_Celastraceae_pos_SIRIUS_13702	C30H52O2	[M-H2O+H]+	Terpenoids	Triterpenoids	
13703	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12332_Celastraceae_pos_SIRIUS_13703	C14H24O	[M-H4O2+H]+	Fatty acids	Fatty acyls	Fatty alcohols
13704	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12333_Celastraceae_pos_SIRIUS_13704	C30H49NO4	[M-H4O2+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
13706	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12335_Celastraceae_pos_SIRIUS_13706	C28H44O2	[M+Na]+	Terpenoids	Steroids	Vitamin D2 and derivatives
13707	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12336_Celastraceae_pos_SIRIUS_13707	C16H22	[M+H]+	Terpenoids	Sesquiterpenoids	
13709	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12337_Celastraceae_pos_SIRIUS_13709	C37H50O6	[M+H]+	Polyketides	Meroterpenoids	
13710	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12338_Celastraceae_pos_SIRIUS_13710	C30H48O	[M-H2O+H]+	Terpenoids	Triterpenoids	Lupane triterpenoids
13711	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12339_Celastraceae_pos_SIRIUS_13711	C13H16P4S5	[M+K]+	Terpenoids	Monoterpenoids	
1330	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/1233_Celastraceae_pos_SIRIUS_1330	C16H25NO2	[M-H2O+H]+	Alkaloids		
13713	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12340_Celastraceae_pos_SIRIUS_13713	C30H46O4	[M+Na]+	Terpenoids	Triterpenoids	
13715	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12342_Celastraceae_pos_SIRIUS_13715	C26H53N4O2PS	[M+H]+	Fatty acids		
13716	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12343_Celastraceae_pos_SIRIUS_13716	C28H46O3	[M-H2O+H]+	Terpenoids	Triterpenoids	
13718	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12344_Celastraceae_pos_SIRIUS_13718	C19H24N2	[M-H4O2+H]+	Terpenoids	Steroids	Androstane steroids
13719	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12345_Celastraceae_pos_SIRIUS_13719	C15H22O	[M+H]+	Terpenoids	Sesquiterpenoids	
13720	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/12346_Celastraceae_pos_SIRIUS_13720	C30H52O2	[M-H2O+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
