name,directoryName,pathway,pathwayProbability,superclass,superclassProbability,class,classProbability,ClassyFirePrediction,ClassyFirePredictionProbability
1,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/0_Celastraceae_pos_SIRIUS_1,Terpenoids,0.9954920411109924,Sesquiterpenoids,0.9445878863334656,Agarofuran sesquiterpenoids,0.983272910118103,Agarofurans,0.9999088644981384
11106,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10000_Celastraceae_pos_SIRIUS_11106,Terpenoids,0.9861689209938049,Triterpenoids,0.8847838640213013,N/A,0.0,12-hydroxysteroids,0.5340206623077393
11107,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10001_Celastraceae_pos_SIRIUS_11107,Terpenoids,0.9287751913070679,Sesquiterpenoids,0.9558132290840149,Drimane sesquiterpenoids,0.833584189414978,Dicarboxylic acids and derivatives,0.6459734439849854
11108,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10002_Celastraceae_pos_SIRIUS_11108,Terpenoids,0.9964135885238647,Triterpenoids,0.8963293433189392,N/A,0.0,Triterpenoids,0.5548102259635925
11109,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10003_Celastraceae_pos_SIRIUS_11109,Terpenoids,0.9707411527633667,Triterpenoids,0.9032072424888611,Oleanane triterpenoids,0.8385336995124817,Triterpenoids,0.9790622591972351
11111,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10004_Celastraceae_pos_SIRIUS_11111,Terpenoids,0.9721460342407227,Triterpenoids,0.627314031124115,Ursane and Taraxastane triterpenoids,0.3717310428619385,Hydroxysteroids,0.6538220047950745
11113,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10005_Celastraceae_pos_SIRIUS_11113,Terpenoids,0.7598955631256104,N/A,0.0,N/A,0.0,Hydroxysteroids,0.7119519114494324
11114,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10006_Celastraceae_pos_SIRIUS_11114,Terpenoids,0.9747085571289062,Steroids,0.9902352094650269,Cholane steroids,0.9583929181098938,"Bile acids, alcohols and derivatives",0.8751979470252991
11118,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10009_Celastraceae_pos_SIRIUS_11118,Terpenoids,0.9921791553497314,Triterpenoids,0.887889564037323,N/A,0.0,Triterpenoids,0.7903704643249512
1059,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/1000_Celastraceae_pos_SIRIUS_1059,Fatty acids,0.9984362125396729,Fatty Acids and Conjugates,0.6623782515525818,N/A,0.0,Long-chain fatty acids,0.9039424657821655
11119,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10010_Celastraceae_pos_SIRIUS_11119,Terpenoids,0.606626570224762,Steroids,0.14422442018985748,Cholane steroids,0.44928064942359924,Hydroxysteroids,0.6513169407844543
11120,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10011_Celastraceae_pos_SIRIUS_11120,Terpenoids,0.5188199281692505,N/A,0.0,N/A,0.0,Cyclic alcohols and derivatives,0.7101791501045227
11121,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10012_Celastraceae_pos_SIRIUS_11121,Fatty acids,0.9988280534744263,Fatty amides,0.9787285923957825,N-acyl amines,0.9276763200759888,Phenylalanine and derivatives,0.995018720626831
11124,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10015_Celastraceae_pos_SIRIUS_11124,Polyketides,0.8349907994270325,Macrolides,0.7696480751037598,Macrolide lactones,0.4584053158760071,Macrolides and analogues,0.9256568551063538
11125,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10016_Celastraceae_pos_SIRIUS_11125,Terpenoids,0.9920700788497925,Triterpenoids,0.9501358866691589,Oleanane triterpenoids,0.7335640788078308,Triterpenoids,0.9743820428848267
11126,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10017_Celastraceae_pos_SIRIUS_11126,Polyketides,0.711249053478241,Phloroglucinols,0.39964041113853455,Acyl phloroglucinols,0.40285852551460266,Benzenediols,0.6055782437324524
11127,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10018_Celastraceae_pos_SIRIUS_11127,Terpenoids,0.9989188313484192,Triterpenoids,0.9956384301185608,Ursane and Taraxastane triterpenoids,0.3325006663799286,Triterpenoids,0.982099175453186
11128,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10019_Celastraceae_pos_SIRIUS_11128,Terpenoids,0.88933265209198,Triterpenoids,0.7079514265060425,N/A,0.0,"Amino acids, peptides, and analogues",0.7276709079742432
11129,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10020_Celastraceae_pos_SIRIUS_11129,Fatty acids,0.9814042448997498,Glycerolipids,0.7696307301521301,N/A,0.0,Fatty acid esters,0.7946618795394897
11132,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10022_Celastraceae_pos_SIRIUS_11132,Terpenoids,0.8645464181900024,Triterpenoids,0.8206921815872192,N/A,0.0,Triterpenoids,0.5190762877464294
11133,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10023_Celastraceae_pos_SIRIUS_11133,Terpenoids,0.97896808385849,Triterpenoids,0.8709948658943176,N/A,0.0,Triterpenoids,0.8571279048919678
11134,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10024_Celastraceae_pos_SIRIUS_11134,Fatty acids,0.9820601344108582,N/A,0.0,N/A,0.0,Long-chain fatty alcohols,0.5845291018486023
11140,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10026_Celastraceae_pos_SIRIUS_11140,Terpenoids,0.5596411228179932,N/A,0.0,N/A,0.0,Fatty Acyls,0.5678082704544067
11141,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10027_Celastraceae_pos_SIRIUS_11141,Terpenoids,0.985284686088562,Steroids,0.8564335703849792,Vitamin D2 and derivatives,0.8712158203125,Steroids and steroid derivatives,0.8859293460845947
11143,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10028_Celastraceae_pos_SIRIUS_11143,Fatty acids,0.9946007132530212,Spingolipids,0.36868467926979065,N/A,0.0,"Amino acids, peptides, and analogues",0.5880393981933594
11144,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10029_Celastraceae_pos_SIRIUS_11144,Terpenoids,0.30629387497901917,Sesquiterpenoids,0.38197192549705505,N/A,0.0,Beta hydroxy acids and derivatives,0.5268299579620361
11145,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10030_Celastraceae_pos_SIRIUS_11145,Shikimates and Phenylpropanoids,0.9276618957519531,N/A,0.0,N/A,0.0,Chromones,0.8587624430656433
11146,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10031_Celastraceae_pos_SIRIUS_11146,Terpenoids,0.9866941571235657,N/A,0.0,N/A,0.0,Lipids and lipid-like molecules,0.9457165002822876
11147,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10032_Celastraceae_pos_SIRIUS_11147,Fatty acids,0.9432908296585083,Fatty Acids and Conjugates,0.5323700308799744,N/A,0.0,Fatty Acyls,0.5122535824775696
11148,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10033_Celastraceae_pos_SIRIUS_11148,Terpenoids,0.9813282489776611,Triterpenoids,0.9688451886177063,Ursane and Taraxastane triterpenoids,0.5123527646064758,Triterpenoids,0.9136205315589905
11149,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10034_Celastraceae_pos_SIRIUS_11149,Terpenoids,0.9992125630378723,Triterpenoids,0.9876806735992432,Dammarane and Protostane triterpenoids,0.4167501926422119,Triterpenoids,0.994441568851471
11151,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10035_Celastraceae_pos_SIRIUS_11151,Terpenoids,0.9976875185966492,Steroids,0.591753363609314,N/A,0.0,3-hydroxysteroids,0.6063169240951538
11152,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10036_Celastraceae_pos_SIRIUS_11152,Fatty acids,0.5272045731544495,N/A,0.0,N/A,0.0,Benzene and substituted derivatives,0.5726497173309326
11153,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10037_Celastraceae_pos_SIRIUS_11153,Shikimates and Phenylpropanoids,0.6629780530929565,Phenolic acids (C6-C1),0.32575657963752747,Simple phenolic acids,0.3335379958152771,Phenolic glycosides,0.5140137672424316
11154,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10038_Celastraceae_pos_SIRIUS_11154,Shikimates and Phenylpropanoids,0.9548143744468689,Lignans,0.6562771797180176,N/A,0.0,"Lignans, neolignans and related compounds",0.5181813836097717
11155,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10039_Celastraceae_pos_SIRIUS_11155,Terpenoids,0.5689016580581665,N/A,0.0,N/A,0.0,Fatty Acyls,0.5550930500030518
1062,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/1003_Celastraceae_pos_SIRIUS_1062,Terpenoids,0.9974902272224426,Triterpenoids,0.9929642081260681,Ursane and Taraxastane triterpenoids,0.42776888608932495,Triterpenoids,0.9014968276023865
11157,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10041_Celastraceae_pos_SIRIUS_11157,Terpenoids,0.9927928447723389,Triterpenoids,0.8971337676048279,N/A,0.0,Triterpenoids,0.9500167369842529
11158,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10042_Celastraceae_pos_SIRIUS_11158,Terpenoids,0.47371792793273926,Monoterpenoids,0.634541928768158,Menthane monoterpenoids,0.33387506008148193,Glycosyl compounds,0.812341034412384
11159,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10043_Celastraceae_pos_SIRIUS_11159,Amino acids and Peptides,0.28041285276412964,Small peptides,0.3373880088329315,Dipeptides,0.4889654815196991,"Amino acids, peptides, and analogues",0.9864547252655029
11161,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10045_Celastraceae_pos_SIRIUS_11161,Terpenoids,0.9993429780006409,Triterpenoids,0.9993748068809509,Oleanane triterpenoids,0.8928349614143372,Triterpenoids,0.997364342212677
11162,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10046_Celastraceae_pos_SIRIUS_11162,Shikimates and Phenylpropanoids,0.9992921948432922,Phenolic acids (C6-C1),0.12815701961517334,Gallotannins,0.7451134324073792,Hydrolyzable tannins,0.6108601093292236
11163,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10047_Celastraceae_pos_SIRIUS_11163,Alkaloids,0.8082777261734009,Lysine alkaloids,0.34896305203437805,Piperidine alkaloids,0.4202449321746826,Organic carbonic acids and derivatives,0.5632291436195374
11165,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10048_Celastraceae_pos_SIRIUS_11165,Alkaloids,0.8135377168655396,N/A,0.0,N/A,0.0,Benzoyl derivatives,0.520657479763031
11166,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10049_Celastraceae_pos_SIRIUS_11166,Terpenoids,0.9891189336776733,Triterpenoids,0.3155665099620819,"Lanostane, Tirucallane and Euphane triterpenoids",0.3479960560798645,Triterpenoids,0.5018854737281799
1063,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/1004_Celastraceae_pos_SIRIUS_1063,Alkaloids,0.43264010548591614,N/A,0.0,N/A,0.0,Azoles,0.8090454936027527
11167,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10050_Celastraceae_pos_SIRIUS_11167,Terpenoids,0.9911932945251465,Triterpenoids,0.3857424259185791,N/A,0.0,Triterpenoids,0.5437503457069397
11168,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10051_Celastraceae_pos_SIRIUS_11168,Terpenoids,0.863042414188385,Apocarotenoids,0.7258661389350891,Apocarotenoids(ε-),0.4657667875289917,Sesquiterpenoids,0.5472022891044617
11169,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10052_Celastraceae_pos_SIRIUS_11169,Terpenoids,0.7286937832832336,N/A,0.0,N/A,0.0,Prenol lipids,0.576576828956604
11171,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10054_Celastraceae_pos_SIRIUS_11171,Terpenoids,0.9910162091255188,Triterpenoids,0.9625021815299988,Oleanane triterpenoids,0.4652760326862335,Triterpenoids,0.945015549659729
11173,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10055_Celastraceae_pos_SIRIUS_11173,Terpenoids,0.9359943866729736,Apocarotenoids,0.9746946692466736,Apocarotenoids(ε-),0.7447699904441833,Sesquiterpenoids,0.7793862819671631
11174,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10056_Celastraceae_pos_SIRIUS_11174,Alkaloids,0.9382948279380798,N/A,0.0,N/A,0.0,Heteroaromatic compounds,0.6757283210754395
11175,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10057_Celastraceae_pos_SIRIUS_11175,Terpenoids,0.954351544380188,Triterpenoids,0.831529438495636,"Lanostane, Tirucallane and Euphane triterpenoids",0.558144748210907,Triterpenoids,0.6478469967842102
11176,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10058_Celastraceae_pos_SIRIUS_11176,Fatty acids,0.9983278512954712,Fatty Acids and Conjugates,0.801791787147522,Unsaturated fatty acids,0.5613285303115845,Long-chain fatty acids,0.6880602240562439
11177,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10059_Celastraceae_pos_SIRIUS_11177,Fatty acids,0.21287678182125092,Octadecanoids,0.13584867119789124,Jasmonic acids,0.37051746249198914,Dihydrofurans,0.5053074955940247
1064,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/1005_Celastraceae_pos_SIRIUS_1064,Terpenoids,0.9395341277122498,Steroids,0.7311195731163025,N/A,0.0,"Bile acids, alcohols and derivatives",0.5803237557411194
11178,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10060_Celastraceae_pos_SIRIUS_11178,Terpenoids,0.759731113910675,Sesquiterpenoids,0.8574033379554749,N/A,0.0,Sesquiterpenoids,0.5391242504119873
11179,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10061_Celastraceae_pos_SIRIUS_11179,Terpenoids,0.9967279434204102,Steroids,0.10319977253675461,Vitamin D2 and derivatives,0.6130427122116089,Diterpenoids,0.5092872381210327
11180,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10062_Celastraceae_pos_SIRIUS_11180,Terpenoids,0.9948515892028809,Triterpenoids,0.9887883067131042,N/A,0.0,Triterpenoids,0.9519885778427124
11181,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10063_Celastraceae_pos_SIRIUS_11181,Terpenoids,0.9852522015571594,Diterpenoids,0.7742214798927307,Beyerane diterpenoids,0.6149217486381531,Diterpenoids,0.8742323517799377
11183,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10064_Celastraceae_pos_SIRIUS_11183,Fatty acids,0.9853907823562622,Spingolipids,0.9795783758163452,Sphingoid bases,0.9320787787437439,"1,2-aminoalcohols",0.7039089202880859
11184,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10065_Celastraceae_pos_SIRIUS_11184,Terpenoids,0.9983804225921631,Triterpenoids,0.9753819704055786,Oleanane triterpenoids,0.8671548962593079,Triterpenoids,0.9880524277687073
11185,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10066_Celastraceae_pos_SIRIUS_11185,Terpenoids,0.9644046425819397,Triterpenoids,0.9606426954269409,Ursane and Taraxastane triterpenoids,0.3417755365371704,Triterpenoids,0.921991229057312
11186,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10067_Celastraceae_pos_SIRIUS_11186,Amino acids and Peptides,0.8303478360176086,Small peptides,0.8227347731590271,Aminoacids,0.761792778968811,"Amino acids, peptides, and analogues",0.8691313862800598
11187,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10068_Celastraceae_pos_SIRIUS_11187,Polyketides,0.7181410193443298,Phloroglucinols,0.8954373002052307,Acyl phloroglucinols,0.7251313328742981,Alkyl-phenylketones,0.6322817802429199
11188,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10069_Celastraceae_pos_SIRIUS_11188,Terpenoids,0.9030411243438721,Triterpenoids,0.6768539547920227,"Lanostane, Tirucallane and Euphane triterpenoids",0.5190548896789551,Triterpenoids,0.8852465748786926
1065,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/1006_Celastraceae_pos_SIRIUS_1065,Shikimates and Phenylpropanoids,0.26982349157333374,Phenylpropanoids (C6-C3),0.4181431233882904,Cinnamic acids and derivatives,0.40936943888664246,Benzene and substituted derivatives,0.5302067399024963
11189,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10070_Celastraceae_pos_SIRIUS_11189,Terpenoids,0.6657096147537231,N/A,0.0,N/A,0.0,Phenols,0.5466668605804443
11190,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10071_Celastraceae_pos_SIRIUS_11190,Fatty acids,0.899023175239563,Fatty Acids and Conjugates,0.35217201709747314,N/A,0.0,Fatty Acyls,0.6876914501190186
11191,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10072_Celastraceae_pos_SIRIUS_11191,Terpenoids,0.9739125967025757,Sesquiterpenoids,0.9427313208580017,N/A,0.0,Dialkyl ethers,0.5700384378433228
11192,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10073_Celastraceae_pos_SIRIUS_11192,Terpenoids,0.9947283864021301,Triterpenoids,0.6773298978805542,"Lanostane, Tirucallane and Euphane triterpenoids",0.4831574559211731,Triterpenoids,0.8410300016403198
11193,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10074_Celastraceae_pos_SIRIUS_11193,Terpenoids,0.9939001798629761,Sesquiterpenoids,0.9949550628662109,N/A,0.0,Sesquiterpenoids,0.9554433822631836
11194,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10075_Celastraceae_pos_SIRIUS_11194,Terpenoids,0.9715049862861633,Monoterpenoids,0.9362726807594299,Pinane monoterpenoids,0.36381715536117554,Monoterpenoids,0.524679958820343
11196,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10077_Celastraceae_pos_SIRIUS_11196,Terpenoids,0.9710404872894287,Sesquiterpenoids,0.8387969136238098,N/A,0.0,Prenol lipids,0.6489747166633606
11198,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10078_Celastraceae_pos_SIRIUS_11198,Terpenoids,0.9976603388786316,Triterpenoids,0.9085109233856201,N/A,0.0,Triterpenoids,0.9728323221206665
11199,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10079_Celastraceae_pos_SIRIUS_11199,Fatty acids,0.9701732397079468,Fatty amides,0.7422961592674255,N-acyl ethanolamines (endocannabinoids),0.6039552688598633,Fatty Acyls,0.6530053615570068
1066,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/1007_Celastraceae_pos_SIRIUS_1066,Terpenoids,0.9605933427810669,Meroterpenoids,0.42957639694213867,N/A,0.0,Prenol lipids,0.6447926163673401
11200,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10080_Celastraceae_pos_SIRIUS_11200,Amino acids and Peptides,0.42867162823677063,Small peptides,0.26915013790130615,Dipeptides,0.3481220602989197,N-acyl amines,0.5032499432563782
11203,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10081_Celastraceae_pos_SIRIUS_11203,Terpenoids,0.907904326915741,Monoterpenoids,0.8784446716308594,N/A,0.0,Monoterpenoids,0.5436202883720398
11204,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10082_Celastraceae_pos_SIRIUS_11204,Fatty acids,0.9655223488807678,Fatty Acids and Conjugates,0.8127882480621338,Unsaturated fatty acids,0.7137904167175293,Fatty Acyls,0.7238500118255615
11205,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10083_Celastraceae_pos_SIRIUS_11205,Shikimates and Phenylpropanoids,0.7282030582427979,Coumarins,0.5862414240837097,Simple coumarins,0.3850702941417694,Benzenoids,0.9814512133598328
11206,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10084_Celastraceae_pos_SIRIUS_11206,Terpenoids,0.8673919439315796,Sesquiterpenoids,0.752800703048706,N/A,0.0,Benzoyl derivatives,0.6229261755943298
11207,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10085_Celastraceae_pos_SIRIUS_11207,Fatty acids,0.843573272228241,N/A,0.0,N/A,0.0,Lactones,0.5354142785072327
11208,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10086_Celastraceae_pos_SIRIUS_11208,Polyketides,0.8724190592765808,Linear polyketides,0.4918431043624878,N/A,0.0,Butenolides,0.5092990398406982
11209,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10087_Celastraceae_pos_SIRIUS_11209,Alkaloids,0.9173765182495117,N/A,0.0,N/A,0.0,Alkyl aryl ethers,0.5902296304702759
11210,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10088_Celastraceae_pos_SIRIUS_11210,Terpenoids,0.7460166215896606,Monoterpenoids,0.8451178073883057,N/A,0.0,Monoterpenoids,0.5880779027938843
11212,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10089_Celastraceae_pos_SIRIUS_11212,Fatty acids,0.9862713813781738,Spingolipids,0.9742811918258667,Sphingoid bases,0.9624545574188232,"1,2-aminoalcohols",0.9020697474479675
1067,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/1008_Celastraceae_pos_SIRIUS_1067,Alkaloids,0.9872968792915344,N/A,0.0,N/A,0.0,Isoindolones,0.6293691992759705
11213,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10090_Celastraceae_pos_SIRIUS_11213,Terpenoids,0.97710120677948,Sesquiterpenoids,0.9053488373756409,N/A,0.0,Sesquiterpenoids,0.533402144908905
11214,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10091_Celastraceae_pos_SIRIUS_11214,Terpenoids,0.29209455847740173,Monoterpenoids,0.42266950011253357,N/A,0.0,Hydrocarbon derivatives,0.9999872446060181
11215,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10092_Celastraceae_pos_SIRIUS_11215,Amino acids and Peptides,0.8632197976112366,Small peptides,0.6921711564064026,N/A,0.0,Alpha amino acids,0.5132932066917419
11216,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10093_Celastraceae_pos_SIRIUS_11216,Fatty acids,0.6318154335021973,N/A,0.0,N/A,0.0,Lipids and lipid-like molecules,0.6493929624557495
11217,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10094_Celastraceae_pos_SIRIUS_11217,Amino acids and Peptides,0.40855276584625244,Linear polyketides,0.5934298038482666,3-acyl tetramic acids,0.494151771068573,Azacyclic compounds,0.5750536918640137
11218,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10095_Celastraceae_pos_SIRIUS_11218,Terpenoids,0.2999318242073059,Monoterpenoids,0.4449111819267273,N/A,0.0,Fatty Acyls,0.6539143919944763
11219,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10096_Celastraceae_pos_SIRIUS_11219,Shikimates and Phenylpropanoids,0.9056447148323059,Phenylpropanoids (C6-C3),0.8538647890090942,Cinnamic acids and derivatives,0.8579877018928528,Benzene and substituted derivatives,0.8260144591331482
11220,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10097_Celastraceae_pos_SIRIUS_11220,Fatty acids,0.9915841817855835,Fatty Acids and Conjugates,0.6462867259979248,N/A,0.0,Long-chain fatty acids,0.6503142714500427
11221,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10098_Celastraceae_pos_SIRIUS_11221,Terpenoids,0.9810761213302612,Apocarotenoids,0.7648887634277344,Apocarotenoids(ε-),0.39301782846450806,Sesquiterpenoids,0.7923244833946228
11222,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10099_Celastraceae_pos_SIRIUS_11222,Terpenoids,0.9100846648216248,Sesquiterpenoids,0.6416357755661011,N/A,0.0,Sesquiterpenoids,0.5564571619033813
101,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/100_Celastraceae_pos_SIRIUS_101,Alkaloids,0.7216485738754272,Nicotinic acid alkaloids,0.6505832672119141,Pyridine alkaloids,0.6483173966407776,Benzene and substituted derivatives,0.7217990159988403
11223,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10100_Celastraceae_pos_SIRIUS_11223,Shikimates and Phenylpropanoids,0.9948362112045288,Lignans,0.9755367636680603,Furofuranoid lignans,0.45994168519973755,Furanoid lignans,0.8266708254814148
11224,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10101_Celastraceae_pos_SIRIUS_11224,Terpenoids,0.9842994213104248,Steroids,0.8490816950798035,N/A,0.0,Triterpenoids,0.7246583700180054
11225,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10102_Celastraceae_pos_SIRIUS_11225,Fatty acids,0.9912412762641907,Spingolipids,0.9862884879112244,Sphingoid bases,0.9620819091796875,"1,2-aminoalcohols",0.9113326668739319
11226,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10103_Celastraceae_pos_SIRIUS_11226,Terpenoids,0.9510658979415894,Sesquiterpenoids,0.6510817408561707,N/A,0.0,Naphthalenes,0.5573590397834778
11227,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10104_Celastraceae_pos_SIRIUS_11227,Terpenoids,0.9884993433952332,Triterpenoids,0.4335628151893616,N/A,0.0,Triterpenoids,0.5908587574958801
11228,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10105_Celastraceae_pos_SIRIUS_11228,Fatty acids,0.8746428489685059,Fatty Acids and Conjugates,0.7095633149147034,Hydroxy fatty acids,0.8055059909820557,Long-chain fatty acids,0.664505124092102
11229,/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS_sirius/10106_Celastraceae_pos_SIRIUS_11229,Terpenoids,0.8377559781074524,Triterpenoids,0.861269474029541,Oleanane triterpenoids,0.3871808350086212,Triterpenoids,0.8166283369064331
